Health Center Name,Address,Website,Phone Number,Email,,City,State,Zip,Latitude,Longitude
"ALTAPOINTE HEALTH SYSTEMS, INC.","5750A Southland Dr, 5750A Southland Dr, Mobile, AL 36693-3316",accordia-health.org,251-706-5553,drparker@altapointe.org,,Mobile,AL,36693-3316,30.624296,-88.176671
"West Side Community Health Services, Inc.","153 Cesar Chavez St, 153 Cesar Chavez St, Saint Paul, MN 55107-2226",www.westsidechs.org,,,,Saint Paul,MN,55107-2226,44.93024,-93.078348
Bay Area Community Health,"39500 Liberty St, 39500 Liberty St, Fremont, CA 94538-2211",,510-252-6811,zpage@bach.health,,Fremont,CA,94538-2211,37.549002,-121.977065
TODOS PARA LA SALUD,"4420 N 1ST ST STE 123, 4420 N 1ST ST STE 123, FRESNO, CA 93726-2328",,559-231-5366 x111,todosparadesalud@gmail.com,,FRESNO,CA,93726-2328,36.798134,-119.77164
"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.","3066 E Commerce St, 3066 E Commerce St, San Antonio, TX 78220-1013",www.4all4life.org,,,,San Antonio,TX,78220-1013,29.418775,-98.440412
"JWCH Institute, Inc.","5650 Jillson St, 5650 Jillson St, Commerce, CA 90040-1482",www.jwchinstitute.org,,,,Commerce,CA,90040-1482,33.999876,-118.156398
COUNTY OF VENTURA,"800 S Victoria Ave, 800 S Victoria Ave, Ventura, CA 93009-0001",,,,,Ventura,CA,93009-0001,34.268633,-119.209948
North Texas Area Community Health Centers Inc,"2332 Beverly Hills Dr, 2332 Beverly Hills Dr, Fort Worth, TX 76114-1756",www.ntachc.org,817-625-4254,swillis@ntachc.org,,Fort Worth,TX,76114-1756,32.794627,-97.393413
Waterfall Clinic Incorporated,"1890 Waite St Ste 1, 1890 Waite St Ste 1, North Bend, OR 97459-1229",,,,,North Bend,OR,97459-1229,43.389105,-124.237537
"CUMBERLAND FAMILY MEDICAL CENTER, INC.","360 Keen St Ste 500, 360 Keen St Ste 500, Burkesville, KY 42717-7944",,270-858-6655,tantle@cfmcky.com,,Burkesville,KY,42717-7944,36.769106,-85.408741
"Institute For Family Health, The","2006 Madison Ave, 2006 Madison Ave, New York, NY 10035-1217",www.institute2000.org,212-633-0800,inewman@institute.org,,New York,NY,10035-1217,40.807603,-73.939678
"HPM Foundation, Inc","2020 Ave Borinquen, 2020 Ave Borinquen, San Juan, PR 00915-3822",healthpromed.org,787-387-4011,aguerrero@healthpromed.org,,San Juan,PR,00915-3822,18.437631,-66.054091
Mainline Health Systems Inc,"233 N Main St, 233 N Main St, Portland, AR 71663-9230",www.mainlinehealth.net,,,,Portland,AR,71663-9230,33.239029,-91.51166
"Compass Health, Inc.","1800 Community, 1800 Community, Clinton, MO 64735-8804",,,,,Clinton,MO,64735-8804,38.392008,-93.769605
"La Clinica Del Valle Family Health Care Center, Inc.","3617 S Pacific Hwy, 3617 S Pacific Hwy, Medford, OR 97501-8957",www.laclinicahealth.org,,,,Medford,OR,97501-8957,42.287395,-122.831922
JEWISH RENAISSANCE MEDICAL CENTER,"275 Hobart St, 275 Hobart St, Perth Amboy, NJ 08861-3396",www.jrmc.us,732-376-9333,dstjohn@jrmc.us,,Perth Amboy,NJ,08861-3396,40.508193,-74.269835
Tyler Family Circle Of Care,"928 N Glenwood Blvd, 928 N Glenwood Blvd, Tyler, TX 75702-5055",www.tylercircleofcare.org,,,,Tyler,TX,75702-5055,32.360447,-95.320129
Yukon-kuskokwim Health Corporation,"829 Hospin Hwy Ste 329, 829 Hospin Hwy Ste 329, Bethel, AK 99559",www.ykhc.org,,,,Bethel,AK,99559,60.79222,-161.75583
"Health, Florida Department of","4052 Bald Cypress Way B-20 B02 Rm 3330 G-A, 4052 Bald Cypress Way B-20 B02 Rm 3330 G-A, Tallahassee, FL 32399-0001",http://walton.floridahealth.gov,850-245-4534,kenol.saint-fort@flhealth.gov,,Tallahassee,FL,32399-0001,30.389639,-84.229921
"COMMUNITY HEALTH SYSTEMS, INC.","252 Rural Acres Dr, 252 Rural Acres Dr, Beckley, WV 25801-3503",http://www.accesshealthwv.com,,,,Beckley,WV,25801-3503,37.791361,-81.179033
"Southern Dominion Health Systems, Inc.","1508 K V Rd, 1508 K V Rd, Victoria, VA 23974-2624",www.sdhsinc.com,,,,Victoria,VA,23974-2624,36.970175,-78.199013
"Rural Health Medical Program, Inc.","101 Park Pl, 101 Park Pl, Selma, AL 36701-6764",www.rhmpi.com,,,,Selma,AL,36701-6764,32.392994,-87.068013
"Hudson River Healthcare, Inc.","1037 Main St, 1037 Main St, Peekskill, NY 10566-2913",www.nuhealth.net,914-924-4923,lreid@hrhcare.org,,Peekskill,NY,10566-2913,41.291472,-73.918324
"Rural Health Network of Monroe County Florida, Inc","3706 N Roosevelt Blvd Ste D, 3706 N Roosevelt Blvd Ste D, Key West, FL 33040-4566",,305-517-6613 x321,tbeysolow@rhnmc.org,,Key West,FL,33040-4566,24.571822,-81.756282
"University Of Kentucky Research Foundation, The","500 S Limestone 109 Kinkead Hall, 500 S Limestone 109 Kinkead Hall, Lexington, KY 40526-0001",http://www.mc.uky.edu/ruralhealth/dental.asp,,,,Lexington,KY,40526-0001,38.039004,-84.506423
Indian Health Center of Santa Clara Valley,"1333 Meridian Ave, 1333 Meridian Ave, San Jose, CA 95125-5212",,,,,San Jose,CA,95125-5212,37.30155,-121.913981
"Oneworld Community Health Centers, Inc.","4920 S 30th St Ste 103, 4920 S 30th St Ste 103, Omaha, NE 68107-1656",,402-502-8842,askolkin@oneworldomaha.org,,Omaha,NE,68107-1656,41.209888,-95.955775
Venice Family Clinic,"604 Rose Ave, 604 Rose Ave, Venice, CA 90291-2767",,,,,Venice,CA,90291-2767,33.999152,-118.471655
Roane Family Health Care,"146 Williams Dr, 146 Williams Dr, Spencer, WV 25276-1826",www.rcfhc.org,304-927-8170,rgaughan@rcfhc.org,,Spencer,WV,25276-1826,38.797328,-81.352097
"Compass Health, Inc.","1800 Community, 1800 Community, Clinton, MO 64735-8804",,,,,Clinton,MO,64735-8804,38.392008,-93.769605
"Lewis County Primary Care Center, Inc","211 Ky 59, 211 Ky 59, Vanceburg, KY 41179-7647",,,,,Vanceburg,KY,41179-7647,38.506971,-83.311652
Community Health Care,"1148 Broadway Ste 100, 1148 Broadway Ste 100, Tacoma, WA 98402-3518",www.commhealth.org,,,,Tacoma,WA,98402-3518,47.251517,-122.44012
"Duffy Health Center, Inc.","94 Main St, 94 Main St, Hyannis, MA 02601-3146",,,,,Hyannis,MA,02601-3146,41.656301,-70.274456
"Community Clinical Services, Inc.","B St Community Ctr 57 Birch St Ste 201, B St Community Ctr 57 Birch St Ste 201, Lewiston, ME 04240",www.communityclinicalservices.com,207-513-3897,celias@stmarysmaine.com,,Lewiston,ME,4240,44.092864,-70.211443
YAKIMA VALLEY FARM WORKERS CLINIC,"604 W 1st Ave, 604 W 1st Ave, Toppenish, WA 98948-1500",www.yvfwc.com,,,,Toppenish,WA,98948-1500,46.374622,-120.318967
"Metro Community Provider Network, Inc.","2255 S Oneida St, 2255 S Oneida St, Denver, CO 80224-2522",,,,,Denver,CO,80224-2522,39.67605,-104.909141
CARE SOUTH CAROLINA INC,"201 S 5th St, 201 S 5th St, Hartsville, SC 29550-4211",www.caresouth-carolina.com,,,,Hartsville,SC,29550-4211,34.372928,-80.072191
"Community Care of West Virginia, Inc.","37 W Main St, 37 W Main St, Buckhannon, WV 26201-2235",,,,,Buckhannon,WV,26201-2235,38.993939,-80.231551
PLAQUEMINES PARISH HOSPITAL SERVICE DISTRICT NUMBER ONE,"27136 Highway 23, 27136 Highway 23, Port Sulphur, LA 70083-2602",www.plaqueminesmedicalcenter.com,504-564-3344,lprest@plaqueminesmedicalcenter.com,,Port Sulphur,LA,70083-2602,29.452783,-89.654475
"NORTHSHORE HEALTH CENTERS, INC","6450 US Highway 6, 6450 US Highway 6, Portage, IN 46368-5110",,219-742-0258,dhall@northshorehealth.org,,Portage,IN,46368-5110,41.550683,-87.166163
"STEDMAN - WADE HEALTH SERVICES, INC., THE","7118 Main St # 301N, 7118 Main St # 301N, Wade, NC 28395-9749",stedmanwadehealthservices.org,,,,Wade,NC,28395-9749,35.159238,-78.730006
"Rural Health Group, Inc.","500 Jackson St, 500 Jackson St, Roanoke Rapids, NC 27870-2602",www.rhgnc.org,,,,Roanoke Rapids,NC,27870-2602,36.464502,-77.653938
Bristol Bay Area Health Corporation,"6000 Kanakanak Rd, 6000 Kanakanak Rd, Dillingham, AK 99576",bbahc.org,,,,Dillingham,AK,99576,59.000902,-158.535841
"LONE STAR COMMUNITY HEALTH CENTER, INC","605 S Conroe Medical Dr, 605 S Conroe Medical Dr, Conroe, TX 77304-4722",www.lonestarfamily.org,,,,Conroe,TX,77304-4722,30.285139,-95.471242
Greater Family Health,"370 Summit St Ste 1A, 370 Summit St Ste 1A, Elgin, IL 60120-3843",www.greaterfamilyhealth.org,,,,Elgin,IL,60120-3843,42.046734,-88.277474
Chinatown Service Center,"767 N Hill St, 767 N Hill St, Los Angeles, CA 90012-2343",http://www.cscla.org/,,,,Los Angeles,CA,90012-2343,34.06256,-118.23987
FRONTERA HEALTHCARE NETWORK,"604 Eaker Street, 604 Eaker Street, Eden, TX 76837",www.fronterahn.org,325-869-5500,mspeck@fronterahn.org,,Eden,TX,76837,31.221255,-99.847438
"Wright Center Medical Group, The","501 S WASHINGTON AVE # 1000, 501 S WASHINGTON AVE # 1000, Scranton, PA 18505-3814",www.thewrightcenter.org,570-343-2383 x2301,thomasl@thewrightcenter.org,,Scranton,PA,18505-3814,41.401862,-75.669182
Project Hope,"525 West Street, 525 West Street, Camden, NJ 08103",,856-541-6092 x1016,deshieldsp@lourdesnet.org,,Camden,NJ,8103,39.938822,-75.12239
"Harbor Health Services, Inc.","1135 Morton St, 1135 Morton St, Mattapan, MA 02126-2834",www.hhsi.us,,,,Mattapan,MA,02126-2834,42.27577,-71.07489
BORREGO COMMUNITY HEALTH FOUNDATION,"4343 Yaqui Pass Rd, 4343 Yaqui Pass Rd, Borrego Springs, CA 92004",www.borregomedical.org,,,,Borrego Springs,CA,92004,33.193986,-116.329059
"Greater Meridian Health Clinic, Inc","2701 Davis St, 2701 Davis St, Meridian, MS 39301-5708",www.gmhcinc.org,601-581-3341,jstewart@gmhcinc.org,,Meridian,MS,39301-5708,32.362245,-88.704924
"Citrus Health Network, Inc.","4175 W 20th Ave, 4175 W 20th Ave, Hialeah, FL 33012-5874",unkn,,,,Hialeah,FL,33012-5874,25.859735,-80.321642
"JWCH Institute, Inc.","5650 Jillson St, 5650 Jillson St, Commerce, CA 90040-1482",www.jwchinstitute.org,,,,Commerce,CA,90040-1482,33.999876,-118.156398
"COMMUNITY HEALTH CENTER OF RICHMOND, INC.","235 Port Richmond Ave, 235 Port Richmond Ave, Staten Island, NY 10302-1701",,718-924-2254,hthompson@chcrichmond.org,,Staten Island,NY,10302-1701,40.635456,-74.13499
"Redwoods Rural Health Center, Incorporated","101 W Coast Rd, 101 W Coast Rd, Redway, CA 95560",,,,,Redway,CA,95560,40.117139,-123.813072
La Casa De Buena Salud Inc,"1515 W Fir St, 1515 W Fir St, Portales, NM 88130-5703",www.lacasahealth.com,,,,Portales,NM,88130-5703,34.185872,-103.351482
"KING, COUNTY OF","401 5th Ave, 401 5th Ave, Seattle, WA 98104-1818",,,,,Seattle,WA,98104-1818,47.602491,-122.328538
"BREAD FOR THE CITY, INC.","1525 7th St NW, 1525 7th St NW, Washington, DC 20001-3201",www.breadforthecity.org,202-386-7602,gjones@breadforthecity.org,,Washington,DC,20001-3201,38.910337,-77.021597
ASPIRE HEALTH CENTER,"215 W 19TH ST, 215 W 19TH ST, ANDERSON, IN 46016-4204",,765-717-0573,barbara.scott@aspireindiana.org,,ANDERSON,IN,46016-4204,40.097148,-85.682777
Public Health Management Corporation,"1500 Market St Ste 1500, 1500 Market St Ste 1500, Philadelphia, PA 19102-2100",,,,,Philadelphia,PA,19102-2100,39.952572,-75.165291
"COMMUNITY MEDICAL WELLNESS CENTERS, USA","1360 E Anaheim St Ste 101, 1360 E Anaheim St Ste 101, Long Beach, CA 90813-5515",,,,,Long Beach,CA,90813-5515,33.782274,-118.174486
Corporacion De Servicios Medico Primario Y Prevencion De Hatillo,"116 Ave Dr Susoni, 116 Ave Dr Susoni, Hatillo, PR 00659-1847",,,,,Hatillo,PR,00659-1847,18.487588,-66.824006
Presbyterian Medical Services,"1422 Paseo De Peralta, 1422 Paseo De Peralta, Santa Fe, NM 87501-4391",,505-820-3475,lisa.stephens@pmsnm.org,,Santa Fe,NM,87501-4391,35.681484,-105.944681
Greater Family Health,"370 Summit St Ste 1A, 370 Summit St Ste 1A, Elgin, IL 60120-3843",www.greaterfamilyhealth.org,,,,Elgin,IL,60120-3843,42.046734,-88.277474
"CINCINNATI, CITY OF","3101 Burnet Ave, 3101 Burnet Ave, Cincinnati, OH 45229-3014",www.crossroadhc.org,513-357-7360,jeremy.gray@cincinnati-oh.gov,,Cincinnati,OH,45229-3014,39.135255,-84.501155
"Hamilton Health Center, Inc.","110 S 17th St, 110 S 17th St, Harrisburg, PA 17104-1123",,,,,Harrisburg,PA,17104-1123,40.265049,-76.865013
Marin Community Clinic,"9 Commercial Blvd Ste 100, 9 Commercial Blvd Ste 100, Novato, CA 94949-6137",www.marinclinic.org,415-526-8511,jsnead@marinclinic.org,,Novato,CA,94949-6137,38.06884,-122.532965
Golden Valley Health Centers,"737 W Childs Ave, 737 W Childs Ave, Merced, CA 95341-6805",www.gvhc.org,,,,Merced,CA,95341-6805,37.289074,-120.496277
Health Center Of Southeast Texas,"307 N William Barnett Ave, 307 N William Barnett Ave, Cleveland, TX 77327-4061",,281-592-2224 x219,jassul@gmail.com,,Cleveland,TX,77327-4061,30.344482,-95.083705
Care For The Homeless,"30 E 33rd St Fl 5, 30 E 33rd St Fl 5, New York, NY 10016-5337",careforthehomeless.org,,,,New York,NY,10016-5337,40.746756,-73.982889
"NORTHERN OSWEGO COUNTY HEALTH SERVICES, INC","61 Delano St, 61 Delano St, Pulaski, NY 13142-1400",,,,,Pulaski,NY,13142-1400,43.569488,-76.120275
FAMILY FIRST HEALTH CORPORATION,"116 S George St, 116 S George St, York, PA 17401-1474",,,,,York,PA,17401-1474,39.960598,-76.727146
Yukon-kuskokwim Health Corporation,"829 Hospin Hwy Ste 329, 829 Hospin Hwy Ste 329, Bethel, AK 99559",WWW.YKHC.ORG,,,,Bethel,AK,99559,60.79222,-161.75583
Yukon-kuskokwim Health Corporation,"829 Hospin Hwy Ste 329, 829 Hospin Hwy Ste 329, Bethel, AK 99559",www.ykhc.org,,,,Bethel,AK,99559,60.79222,-161.75583
SPRINGFIELD MEDICAL CARE SYSTEM INC,"25 Ridgewood Rd, 25 Ridgewood Rd, Springfield, VT 05156-3050",,802-885-7646,kwescott@springfieldmed.org,,Springfield,VT,05156-3050,43.298039,-72.49471
Keystone Rural Health Center,"111 Chambers Hill Dr Ste 200, 111 Chambers Hill Dr Ste 200, Chambersburg, PA 17201-7304",,,,,Chambersburg,PA,17201-7304,39.944227,-77.641098
"COOK AREA HEALTH SERVICES, INC.","20 5th St SE, 20 5th St SE, Cook, MN 55723-9702",www.scenicrivershealthservices.org,,,,Cook,MN,55723-9702,47.852921,-92.679431
Family Health Services Corporation,"794 Eastland Dr, 794 Eastland Dr, Twin Falls, ID 83301-6856",www.fhsid.org,208-734-3312 x6708,ahouston@fhsid.org,,Twin Falls,ID,83301-6856,42.558086,-114.440417
Community and Rural Health Services,"2221 Hayes Ave, 2221 Hayes Ave, Fremont, OH 43420-2632",www.fremontchs.org,419-334-8943 x4,tbouyack@fremontchs.com,,Fremont,OH,43420-2632,41.342002,-83.14238
"R.O.A.D.S. Foundation, Inc., The","121 S Long Beach Blvd, 121 S Long Beach Blvd, Compton, CA 90221-3423",roadsfoundation.org,,,,Compton,CA,90221-3423,33.895844,-118.208113
Neighborcare Health,"1200 12th Ave S Ste 901, 1200 12th Ave S Ste 901, Seattle, WA 98144-2712",www.neighborcare.org,,,,Seattle,WA,98144-2712,47.592803,-122.315985
"HealthNet, Inc.","3403 E Raymond St, 3403 E Raymond St, Indianapolis, IN 46203-4744",www.indyhealthnet.org,,,,Indianapolis,IN,46203-4744,39.737745,-86.107659
Circle the City,"300 W Clarendon Ave Ste 200, 300 W Clarendon Ave Ste 200, Phoenix, AZ 85013-3422",,480-562-6730,astewart@circlethecity.org,,Phoenix,AZ,85013-3422,33.491725,-112.078577
MUSKINGUM VALLEY HEALTH CENTERS,"859 N Main St, 859 N Main St, Malta, OH 43758-9007",www.mvhealthcenters.org,,,,Malta,OH,43758-9007,39.65343,-81.865361
"Christ Health Center, Inc.","5720 1st Ave S, 5720 1st Ave S, Birmingham, AL 35212-2522",www.christhealthcenter.org,,,,Birmingham,AL,35212-2522,33.541738,-86.749575
"Community Action Committee of Pike County, The","941 Market St, 941 Market St, Piketon, OH 45661-9757",,740-947-7726 x7511,lbellomy@pikecac.org,,Piketon,OH,45661-9757,39.064218,-82.978754
GREATER SEACOAST COMMUNITY HEALTH,"311 Route 108, 311 Route 108, Somersworth, NH 03878-1522",getcommunityhealth.org,603-516-2550,jlaatsch@goodwinch.org,,Somersworth,NH,03878-1522,43.257544,-70.901626
Southeast Alaska Regional Health Consortium,"3100 Channel Dr Ste 300, 3100 Channel Dr Ste 300, Juneau, AK 99801-7837",www.searhc.org,,,,Juneau,AK,99801-7837,58.327082,-134.466227
LCH Health and Community Services,"731 W Cypress St, 731 W Cypress St, Kennett Square, PA 19348-2419",,610-444-7550 x295,rgannon@lchps.org,,Kennett Square,PA,19348-2419,39.844859,-75.723205
"Regional Health Care Affiliates, Inc.","121 E Main St, 121 E Main St, Providence, KY 42450-1268",http://healthfirstchc.net/,270-667-2397 x2053,vhoward@hfchc.net,,Providence,KY,42450-1268,37.397899,-87.761758
YAKIMA VALLEY FARM WORKERS CLINIC,"604 W 1st Ave, 604 W 1st Ave, Toppenish, WA 98948-1500",www.yvfwc.com,,,,Toppenish,WA,98948-1500,46.374622,-120.318967
TIBURCIO VASQUEZ HEALTH CENTER INCORPORATED,"33255 9th St, 33255 9th St, Union City, CA 94587-2137",,510-460-3855 x3328,schwab.galindo@gmail.com,,Union City,CA,94587-2137,37.602614,-122.026421
"South Texas Rural Health Services, Inc","105 S Stewart, 105 S Stewart, Cotulla, TX 78014-3003",tachc.org,,,,Cotulla,TX,78014-3003,28.433902,-99.236207
GASTON FAMILY HEALTH SERVICES INC,"991 W Hudson Blvd, 991 W Hudson Blvd, Gastonia, NC 28052-6430",www.kintegra.org,,,,Gastonia,NC,28052-6430,35.233875,-81.202861
"WHITESIDE, COUNTY OF","1300 W 2nd St, 1300 W 2nd St, Rock Falls, IL 61071-1005",https://www.sterlingpublicschools.org/o/cms,,,,Rock Falls,IL,61071-1005,41.778999,-89.706256
"WomenCare, Inc.","97 Great Teays Blvd Ste 6, 97 Great Teays Blvd Ste 6, Scott Depot, WV 25560-9816",,,,,Scott Depot,WV,25560-9816,38.45259,-81.936212
"SISKIYOU COMMUNITY HEALTH CENTER, INC.","1701 NW Hawthorne Ave # 201, 1701 NW Hawthorne Ave # 201, Grants Pass, OR 97526-1051",www.siskiyouhealthcenter.com,541-955-6053 x1136,bmckee@siskiyouhealthcenter.com,,Grants Pass,OR,97526-1051,42.457866,-123.327493
Neighborhood Health,"6677 Richmond Hwy, 6677 Richmond Hwy, Alexandria, VA 22306-6647",,,,,Alexandria,VA,22306-6647,38.773488,-77.08046
Southeast Alaska Regional Health Consortium,"3100 Channel Dr Ste 300, 3100 Channel Dr Ste 300, Juneau, AK 99801-7837",,,,,Juneau,AK,99801-7837,58.327082,-134.466227
"Clover Fork Outpatient Medical Project, Inc.","101 Chad St, 101 Chad St, Evarts, KY 40828-8200",http://www.cloverforkclinic.org/,606-837-2108 x114,jminiard@cloverforkclinic.org,,Evarts,KY,40828-8200,36.864381,-83.192824
"OPTIMUS HEALTH CARE, INC.","982 E Main St, 982 E Main St, Bridgeport, CT 06608-1913",https://optimushealthcare.org/opthc/,203-520-9865,amcgoldrick@opthc.org,,Bridgeport,CT,06608-1913,41.188055,-73.180568
La Casa De Buena Salud Inc,"1515 W Fir St, 1515 W Fir St, Portales, NM 88130-5703",,,,,Portales,NM,88130-5703,34.185872,-103.351482
United Medical Centers,"2525 N Veterans Blvd, 2525 N Veterans Blvd, Eagle Pass, TX 78852-3302",www.umchealth.com,,,,Eagle Pass,TX,78852-3302,28.730067,-100.478842
SOUTHERN ILLINOIS UNIVERSITY,"801 N Rutledge St Fl 2, 801 N Rutledge St Fl 2, Springfield, IL 62702-4933",,217-545-4549,grants@siumed.edu,,Springfield,IL,62702-4933,39.808764,-89.657428
"Greater Prince William Area Community Health Center, Inc.","4379 Ridgewood Center Dr Ste 102, 4379 Ridgewood Center Dr Ste 102, Woodbridge, VA 22192-8323",www.GPWHealthCenter.com,,,,Woodbridge,VA,22192-8323,38.673785,-77.340492
LAWNDALE CHRISTIAN HEALTH CENTER,"3860 W Ogden Ave, 3860 W Ogden Ave, Chicago, IL 60623-2460",www.lawndale.org,,,,Chicago,IL,60623-2460,41.85256,-87.722041
"MED CENTRO, INC.","1034 Ave Hostos, 1034 Ave Hostos, Ponce, PR 00716-1115",www.medcentro.org,,,,Ponce,PR,00716-1115,17.984734,-66.618888
Ocracoke Health Center Inc,"305 Back Rd, 305 Back Rd, Ocracoke, NC 27960-1007",N/A,,,,Ocracoke,NC,27960-1007,35.112484,-75.978762
HO-OLA LAHUI HAWAII INC,"4491 Rice St Ste 106, 4491 Rice St Ste 106, Lihue, HI 96766-1805",,,,,Lihue,HI,96766-1805,21.97467,-159.370218
ARCARE,"117 S 2nd St, 117 S 2nd St, Augusta, AR 72006-2309",www.arcare.net,,,,Augusta,AR,72006-2309,35.282043,-91.36683
"Legacy Community Health Services, Inc.","1415 California St, 1415 California St, Houston, TX 77006-2602",www.legacycommunityhealth.org,832-548-5170,calexander@legacycommunityhealth.org,,Houston,TX,77006-2602,29.744983,-95.394107
"Greene County Health Care, Incorporated","7 Professional Dr, 7 Professional Dr, Snow Hill, NC 28580-1332",www.greenecountyhealthcare.com,252-747-8168,mtorres@gchcinc.org,,Snow Hill,NC,28580-1332,35.454026,-77.68275
Centro De Servicios Primarios de Salud de Patillas Inc,"99 Calle Guillermo Riefkol, 99 Calle Guillermo Riefkol, Patillas, PR 00723",,787-839-4320 x1285,pphsc_inc@yahoo.com,,Patillas,PR,723,18.004825,-66.01374
"SOUTHEAST MISSISSIPPI RURAL HEALTH INITIATIVE, INC.","5488 U S Highway 49, 5488 U S Highway 49, Hattiesburg, MS 39401-7806",www.semrhi.com,,,,Hattiesburg,MS,39401-7806,31.287094,-89.29853
Eastern Iowa Health Center,"1201 3rd Ave SE, 1201 3rd Ave SE, Cedar Rapids, IA 52403-4009",,,,,Cedar Rapids,IA,52403-4009,41.983133,-91.655376
"J. C. Lewis Primary Healthcare Center, Inc.","125 Fahm St, 125 Fahm St, Savannah, GA 31401-2391",https://www.jclewishealth.org,912-721-6751,sjoiner@jclewishealth.org,,Savannah,GA,31401-2391,32.080217,-81.101288
Penobscot Community Health Center,"103 Maine Ave, 103 Maine Ave, Bangor, ME 04401-4330",,,,,Bangor,ME,04401-4330,44.801258,-68.807738
"Lamoille Health Partners, Inc.","609 Washington Hwy, 609 Washington Hwy, Morrisville, VT 05661-8652",,,,,Morrisville,VT,05661-8652,44.554469,-72.588772
